userid,inner_id,grade,majorid,shortname,paper_num,estimate_num,total_score
100006126,MTAwMDA2MTI2,高二,理科,天津,4,4,686.0
100008252,MTAwMDA4MjUy,高三,文科,陕西,4,3,346.0
100037506,MTAwMDM3NTA2,高三,文科,广东,4,4,468.0
100042720,MTAwMDQyNzIw,高三,文科,内蒙古,4,4,467.0
100053632,MTAwMDUzNjMy,高三,理科,广东,4,4,353.5
100061288,MTAwMDYxMjg4,高三,文科,贵州,4,4,452.5
100091090,MTAwMDkxMDkw,高三,理科,四川,4,4,470.5
100114014,MTAwMTE0MDE0,大一,理科,天津,4,2,208.0
100162510,MTAwMTYyNTEw,高二,理科,河南,4,4,729.0
100206010,MTAwMjA2MDEw,高一,全科,浙江,3,0,0.0
100250114,MTAwMjUwMTE0,高二,文科,辽宁,4,4,443.5
100295904,MTAwMjk1OTA0,高一,理科,宁夏,4,1,130.0
100300596,MTAwMzAwNTk2,高二,理科,江西,4,2,300.0
100434400,MTAwNDM0NDAw,高三,理科,黑龙江,4,4,398.0
100436600,MTAwNDM2NjAw,高一,理科,广东,4,1,199.0
100464122,MTAwNDY0MTIy,高三,文科,辽宁,4,4,450.0
100477344,MTAwNDc3MzQ0,高三,文科,陕西,4,1,108.0
100478554,MTAwNDc4NTU0,高二,文科,内蒙古,4,0,0.0
100485888,MTAwNDg1ODg4,高一,理科,山东,4,4,750.0
100564376,MTAwNTY0Mzc2,大一,理科,广西,4,4,412.5
100584756,MTAwNTg0NzU2,高二,文科,福建,4,2,168.0
100636426,MTAwNjM2NDI2,高三,理科,安徽,4,4,490.5
100729412,MTAwNzI5NDEy,高二,文科,辽宁,4,4,589.5
100747210,MTAwNzQ3MjEw,高三,理科,河北,4,3,417.0
100756414,MTAwNzU2NDE0,高二,理科,山东,4,4,561.0
100780424,MTAwNzgwNDI0,高三,理科,河南,4,4,508.0
100782462,MTAwNzgyNDYy,高二,理科,安徽,4,4,750.0
100840300,MTAwODQwMzAw,高一,文科,重庆,4,3,275.0
100871504,MTAwODcxNTA0,初三,理科,吉林,4,2,300.0
100893144,MTAwODkzMTQ0,高三,文科,湖南,4,4,517.0
100894178,MTAwODk0MTc4,高二,理科,广东,4,1,27.0
100902648,MTAwOTAyNjQ4,其他,文科,安徽,4,4,531.0
100907928,MTAwOTA3OTI4,高三,理科,四川,4,4,604.5
100915408,MTAwOTE1NDA4,高三,理科,安徽,4,4,377.5
100921362,MTAwOTIxMzYy,高二,文科,广东,4,1,123.0
100922242,MTAwOTIyMjQy,高二,理科,广东,4,1,104.0
100930016,MTAwOTMwMDE2,高三,文科,河北,4,4,496.0
100936740,MTAwOTM2NzQw,高二,理科,陕西,4,0,0.0
100994300,MTAwOTk0MzAw,大一,理科,四川,4,4,516.0
101012986,MTAxMDEyOTg2,高一,理科,湖南,4,4,740.0
101107394,MTAxMTA3Mzk0,高三,理科,山东,4,4,525.5
101147200,MTAxMTQ3MjAw,高二,理科,辽宁,4,4,695.0
101151858,MTAxMTUxODU4,高二,理科,广东,4,4,503.5
101154350,MTAxMTU0MzUw,高三,理科,天津,4,4,582.5
101167118,MTAxMTY3MTE4,高三,文科,陕西,4,4,486.5
101173968,MTAxMTczOTY4,高三,全科,浙江,3,1,144.0
101193276,MTAxMTkzMjc2,高一,理科,山西,4,4,750.0
101262518,MTAxMjYyNTE4,高二,理科,山西,4,2,228.0
101296324,MTAxMjk2MzI0,高三,文科,河南,4,4,532.0
101318440,MTAxMzE4NDQw,高二,理科,广西,4,0,0.0
101354792,MTAxMzU0Nzky,高二,理科,贵州,4,4,502.5
101368432,MTAxMzY4NDMy,高一,理科,湖南,4,1,100.0
101376080,MTAxMzc2MDgw,高一,全科,上海,3,0,0.0
101381626,MTAxMzgxNjI2,高三,文科,新疆,4,4,590.5
101425368,MTAxNDI1MzY4,初二,理科,河北,4,1,150.0
101451680,MTAxNDUxNjgw,高二,文科,四川,4,1,123.0
10147577,MTAxNDc1Nzc=,高三,文科,陕西,4,4,575.5
101583974,MTAxNTgzOTc0,高三,文科,重庆,4,4,480.0
101586092,MTAxNTg2MDky,高二,文科,广东,4,1,101.0
101630540,MTAxNjMwNTQw,其他,文科,安徽,4,4,437.5
101636818,MTAxNjM2ODE4,高三,全科,上海,3,0,0.0
101714998,MTAxNzE0OTk4,初二,文科,福建,4,4,750.0
101736602,MTAxNzM2NjAy,高三,理科,江西,4,1,49.0
101739784,MTAxNzM5Nzg0,高三,理科,云南,4,4,530.5
101745600,MTAxNzQ1NjAw,高二,理科,吉林,4,1,106.0
101746964,MTAxNzQ2OTY0,高二,文科,河南,4,1,119.0
101784870,MTAxNzg0ODcw,高三,文科,陕西,4,4,379.5
101812788,MTAxODEyNzg4,大一,文科,河南,4,4,485.0
101836210,MTAxODM2MjEw,高二,理科,贵州,4,4,645.0
101887258,MTAxODg3MjU4,高一,文科,安徽,4,2,390.0
101889098,MTAxODg5MDk4,高二,理科,广东,4,1,49.0
101889128,MTAxODg5MTI4,高二,文科,安徽,4,4,398.0
101899482,MTAxODk5NDgy,高三,理科,广东,4,4,516.5
101921790,MTAxOTIxNzkw,初二,理科,广西,4,4,661.5
101929886,MTAxOTI5ODg2,高三,文科,山东,4,4,497.5
10193381,MTAxOTMzODE=,高二,文科,北京,4,1,127.0
10196917,MTAxOTY5MTc=,高三,理科,山东,4,4,409.0
101969736,MTAxOTY5NzM2,高一,全科,浙江,3,1,103.5
101973946,MTAxOTczOTQ2,高三,全科,浙江,3,0,0.0
101996628,MTAxOTk2NjI4,高三,全科,浙江,3,2,298.0
102024928,MTAyMDI0OTI4,高二,理科,江西,4,3,331.5
102033632,MTAyMDMzNjMy,高三,文科,辽宁,4,4,571.5
102033742,MTAyMDMzNzQy,高二,理科,吉林,4,2,182.0
102040218,MTAyMDQwMjE4,高三,理科,陕西,4,4,477.5
102042050,MTAyMDQyMDUw,高二,文科,福建,4,1,116.0
10207093,MTAyMDcwOTM=,高三,理科,安徽,4,4,379.0
102078152,MTAyMDc4MTUy,高三,理科,宁夏,4,4,525.5
102155468,MTAyMTU1NDY4,高三,文科,山东,4,4,565.0
102207974,MTAyMjA3OTc0,高一,理科,山东,4,2,283.0
102221600,MTAyMjIxNjAw,高三,文科,山西,4,4,510.0
102233788,MTAyMjMzNzg4,高三,理科,内蒙古,4,4,460.0
102243138,MTAyMjQzMTM4,大一,理科,山西,4,4,505.5
102260980,MTAyMjYwOTgw,高三,理科,辽宁,4,4,421.0
10228339,MTAyMjgzMzk=,高一,文科,陕西,4,1,148.0
102287468,MTAyMjg3NDY4,高三,理科,安徽,4,4,490.0
102303410,MTAyMzAzNDEw,高三,理科,山西,4,4,307.5
102308440,MTAyMzA4NDQw,高一,理科,云南,4,4,750.0
102368626,MTAyMzY4NjI2,高二,理科,山西,4,4,605.0
102381254,MTAyMzgxMjU0,高三,理科,山东,4,4,457.5
10238877,MTAyMzg4Nzc=,高三,理科,吉林,4,1,112.0
10239955,MTAyMzk5NTU=,高三,全科,浙江,3,0,0.0
102401516,MTAyNDAxNTE2,高一,全科,上海,3,0,0.0
102404324,MTAyNDA0MzI0,高三,文科,江西,4,4,458.5
102430196,MTAyNDMwMTk2,高二,理科,辽宁,4,4,589.0
102471036,MTAyNDcxMDM2,高三,文科,安徽,4,4,522.5
102486920,MTAyNDg2OTIw,高三,理科,陕西,4,4,515.5
102503470,MTAyNTAzNDcw,高二,文科,广东,4,1,140.0
102515996,MTAyNTE1OTk2,高三,理科,河南,4,4,408.5
102522390,MTAyNTIyMzkw,高二,理科,广东,4,4,630.5
102572676,MTAyNTcyNjc2,高二,全科,浙江,3,0,0.0
102614718,MTAyNjE0NzE4,高二,文科,江苏,3,0,0.0
102676068,MTAyNjc2MDY4,高二,理科,湖北,4,4,540.0
102685558,MTAyNjg1NTU4,高三,理科,内蒙古,4,4,642.5
102812314,MTAyODEyMzE0,高三,理科,内蒙古,4,4,523.0
102831058,MTAyODMxMDU4,高三,理科,甘肃,4,4,571.5
102889820,MTAyODg5ODIw,高三,文科,四川,4,1,95.0
102925342,MTAyOTI1MzQy,高一,理科,安徽,4,1,140.0
102964282,MTAyOTY0Mjgy,高三,理科,安徽,4,4,538.5
10296693,MTAyOTY2OTM=,高三,理科,辽宁,4,4,645.0
102971044,MTAyOTcxMDQ0,高三,文科,云南,4,4,414.5
103055606,MTAzMDU1NjA2,高三,理科,贵州,4,4,454.0
103097648,MTAzMDk3NjQ4,高三,文科,山东,4,4,502.0
103210522,MTAzMjEwNTIy,高一,理科,江西,4,4,647.0
103216616,MTAzMjE2NjE2,高一,理科,广东,4,3,401.0
103217716,MTAzMjE3NzE2,高一,理科,湖南,4,4,750.0
103277372,MTAzMjc3Mzcy,高三,理科,江西,4,2,205.0
10329869,MTAzMjk4Njk=,高三,理科,福建,4,4,461.5
10333433,MTAzMzM0MzM=,高三,理科,四川,4,4,594.5
103351696,MTAzMzUxNjk2,高三,理科,宁夏,4,4,441.5
103352590,MTAzMzUyNTkw,高三,文科,湖南,4,4,509.0
103353508,MTAzMzUzNTA4,高三,理科,贵州,4,4,464.5
103371232,MTAzMzcxMjMy,高二,理科,广东,4,4,525.0
10338771,MTAzMzg3NzE=,高三,理科,江西,4,4,470.0
103388414,MTAzMzg4NDE0,初三,理科,辽宁,4,1,5.0
103406248,MTAzNDA2MjQ4,高二,文科,重庆,4,0,0.0
103418090,MTAzNDE4MDkw,高三,文科,湖北,4,4,475.5
103423166,MTAzNDIzMTY2,高三,理科,贵州,4,4,605.5
103426392,MTAzNDI2Mzky,高三,理科,安徽,4,4,535.0
103454634,MTAzNDU0NjM0,高三,理科,陕西,4,4,559.0
103463706,MTAzNDYzNzA2,初三,理科,山西,4,1,133.0
103465142,MTAzNDY1MTQy,高三,理科,山东,4,1,50.0
103465414,MTAzNDY1NDE0,高二,理科,广东,4,4,671.0
103492650,MTAzNDkyNjUw,高二,理科,山西,4,1,102.0
103511944,MTAzNTExOTQ0,高三,理科,四川,4,4,519.5
103520458,MTAzNTIwNDU4,高三,理科,安徽,4,4,481.5
103522320,MTAzNTIyMzIw,高三,理科,福建,4,4,460.5
103533320,MTAzNTMzMzIw,高三,理科,贵州,4,1,97.0
10353585,MTAzNTM1ODU=,高三,理科,四川,4,1,105.0
103540632,MTAzNTQwNjMy,高二,文科,山东,4,1,15.0
10357347,MTAzNTczNDc=,高三,文科,广东,4,4,454.0
103596064,MTAzNTk2MDY0,高二,理科,福建,4,4,555.0
103610210,MTAzNjEwMjEw,高三,理科,河北,4,4,512.0
103628918,MTAzNjI4OTE4,高一,文科,陕西,4,3,370.0
103637372,MTAzNjM3Mzcy,高二,理科,天津,4,0,0.0
103692476,MTAzNjkyNDc2,高二,理科,四川,4,3,343.0
103700094,MTAzNzAwMDk0,高一,理科,吉林,4,2,207.0
10371927,MTAzNzE5Mjc=,高三,理科,四川,4,4,523.0
103730910,MTAzNzMwOTEw,高三,理科,河北,4,4,573.0
103773120,MTAzNzczMTIw,高一,理科,湖南,4,1,112.0
103779074,MTAzNzc5MDc0,高三,理科,江苏,3,1,3.0
103785330,MTAzNzg1MzMw,高二,文科,河北,4,1,120.5
103835754,MTAzODM1NzU0,高三,文科,山西,4,4,466.5
103859228,MTAzODU5MjI4,高一,理科,辽宁,4,1,150.0
103921136,MTAzOTIxMTM2,高二,文科,辽宁,4,2,220.0
103926650,MTAzOTI2NjUw,高三,理科,四川,4,4,663.0
10395033,MTAzOTUwMzM=,高三,理科,宁夏,4,4,582.0
10403451,MTA0MDM0NTE=,高三,理科,贵州,4,2,161.0
10407015,MTA0MDcwMTU=,高三,理科,广东,4,4,467.5
104168248,MTA0MTY4MjQ4,高三,理科,天津,4,4,599.0
104212578,MTA0MjEyNTc4,高三,文科,陕西,4,4,603.5
104219162,MTA0MjE5MTYy,高二,理科,湖北,4,1,148.0
104258462,MTA0MjU4NDYy,高三,文科,黑龙江,4,4,474.0
104291940,MTA0MjkxOTQw,高三,文科,贵州,4,4,438.5
104300174,MTA0MzAwMTc0,初一,理科,陕西,4,4,750.0
104335066,MTA0MzM1MDY2,高三,理科,重庆,4,1,150.0
104348684,MTA0MzQ4Njg0,高二,理科,甘肃,4,2,252.0
104349542,MTA0MzQ5NTQy,高三,文科,贵州,4,4,576.5
10436709,MTA0MzY3MDk=,高三,理科,四川,4,4,669.0
104380732,MTA0MzgwNzMy,高三,文科,海南,6,3,318.0
10439663,MTA0Mzk2NjM=,高二,文科,广东,4,1,101.0
10442443,MTA0NDI0NDM=,高三,文科,广西,4,4,562.0
104442838,MTA0NDQyODM4,高三,理科,河南,4,2,252.0
104444854,MTA0NDQ0ODU0,初三,文科,黑龙江,4,2,296.0
104451968,MTA0NDUxOTY4,高一,文科,山东,4,1,69.0
104455560,MTA0NDU1NTYw,高一,理科,四川,4,1,122.0
104461538,MTA0NDYxNTM4,高三,理科,湖北,4,1,132.0
104509254,MTA0NTA5MjU0,高三,文科,湖南,4,4,578.0
104546802,MTA0NTQ2ODAy,五年级,文科,河南,4,1,27.0
104564806,MTA0NTY0ODA2,高三,理科,湖南,4,4,368.5
104587054,MTA0NTg3MDU0,高三,文科,湖南,4,4,561.5
104597828,MTA0NTk3ODI4,高三,理科,山东,4,4,561.0
104598436,MTA0NTk4NDM2,高二,文科,江苏,3,1,69.0
104603040,MTA0NjAzMDQw,高二,理科,湖南,4,4,592.0
104613704,MTA0NjEzNzA0,高三,理科,河北,4,4,481.0
104648786,MTA0NjQ4Nzg2,高三,理科,江西,4,4,535.0
104670406,MTA0NjcwNDA2,高三,文科,河北,4,4,530.5
104675090,MTA0Njc1MDkw,高三,理科,广东,4,4,574.5
104678758,MTA0Njc4NzU4,高三,理科,吉林,4,4,476.0
10469239,MTA0NjkyMzk=,高三,理科,重庆,4,4,576.0
10470273,MTA0NzAyNzM=,高三,文科,广西,4,4,462.0
104704710,MTA0NzA0NzEw,高三,理科,北京,4,1,124.0
10471593,MTA0NzE1OTM=,高二,理科,陕西,4,2,97.5
104722112,MTA0NzIyMTEy,高二,理科,广西,4,4,501.5
104731484,MTA0NzMxNDg0,高三,文科,安徽,4,4,468.5
104734968,MTA0NzM0OTY4,高三,理科,陕西,4,4,540.5
104752634,MTA0NzUyNjM0,高三,理科,贵州,4,4,501.5
104754386,MTA0NzU0Mzg2,高三,理科,贵州,4,4,326.5
10476749,MTA0NzY3NDk=,高三,文科,山西,4,2,209.0
104802728,MTA0ODAyNzI4,高三,文科,广东,4,4,531.0
104823554,MTA0ODIzNTU0,高三,理科,湖北,4,4,569.0
104868654,MTA0ODY4NjU0,大一,文科,四川,4,4,471.0
104889554,MTA0ODg5NTU0,高一,理科,陕西,4,1,27.0
104907872,MTA0OTA3ODcy,高二,理科,甘肃,4,0,0.0
104919848,MTA0OTE5ODQ4,高三,理科,四川,4,4,488.0
104923610,MTA0OTIzNjEw,高二,理科,广西,4,4,747.0
104938870,MTA0OTM4ODcw,高三,理科,江西,4,4,498.0
104942596,MTA0OTQyNTk2,高三,理科,广东,4,4,605.5
10496981,MTA0OTY5ODE=,高三,理科,四川,4,4,639.5
104970382,MTA0OTcwMzgy,高二,文科,四川,4,4,606.0
104987814,MTA0OTg3ODE0,高三,理科,福建,4,4,335.0
104999994,MTA0OTk5OTk0,高三,理科,广东,4,4,608.0
105026608,MTA1MDI2NjA4,高二,理科,湖北,4,2,292.0
105034726,MTA1MDM0NzI2,高三,理科,安徽,4,4,452.0
105097550,MTA1MDk3NTUw,高二,理科,山西,4,1,101.5
105098496,MTA1MDk4NDk2,大一,理科,湖南,4,4,383.0
10510137,MTA1MTAxMzc=,高三,理科,湖北,4,2,202.0
105123972,MTA1MTIzOTcy,高三,理科,广东,4,4,581.5
105155322,MTA1MTU1MzIy,高三,理科,山东,4,4,486.5
10517859,MTA1MTc4NTk=,高三,理科,广东,4,4,627.5
105179126,MTA1MTc5MTI2,大一,理科,陕西,4,3,356.0
105195384,MTA1MTk1Mzg0,大一,理科,四川,4,4,692.0
105209038,MTA1MjA5MDM4,高二,理科,重庆,4,1,110.0
105256874,MTA1MjU2ODc0,高三,理科,北京,4,4,460.5
105283568,MTA1MjgzNTY4,高二,理科,山东,4,2,235.0
105323116,MTA1MzIzMTE2,高二,文科,四川,4,0,0.0
105336844,MTA1MzM2ODQ0,高二,理科,河南,4,4,628.0
105343004,MTA1MzQzMDA0,高三,理科,四川,4,3,297.0
105365958,MTA1MzY1OTU4,高三,理科,江西,4,2,229.0
105383734,MTA1MzgzNzM0,高三,文科,新疆,4,4,346.0
105419916,MTA1NDE5OTE2,高三,文科,湖南,4,4,607.5
105432566,MTA1NDMyNTY2,五年级,全科,浙江,3,3,441.0
105441740,MTA1NDQxNzQw,高一,理科,湖北,4,3,645.0
105452696,MTA1NDUyNjk2,高一,全科,上海,3,0,0.0
10546635,MTA1NDY2MzU=,高三,文科,贵州,4,4,515.5
105479440,MTA1NDc5NDQw,高三,理科,广西,4,4,563.0
105522186,MTA1NTIyMTg2,高三,理科,黑龙江,4,4,513.0
105525956,MTA1NTI1OTU2,高三,理科,河南,4,2,137.0
105532776,MTA1NTMyNzc2,高三,理科,安徽,4,4,583.0
105553948,MTA1NTUzOTQ4,高二,理科,江西,4,1,282.0
105562704,MTA1NTYyNzA0,高三,理科,安徽,4,4,658.5
105565974,MTA1NTY1OTc0,高三,理科,广东,4,4,430.5
105568496,MTA1NTY4NDk2,大一,理科,新疆,4,4,297.0
105573432,MTA1NTczNDMy,高二,文科,云南,4,0,0.0
105574312,MTA1NTc0MzEy,高三,理科,山西,4,4,426.0
105582180,MTA1NTgyMTgw,高二,文科,黑龙江,4,1,118.0
105594082,MTA1NTk0MDgy,高三,理科,吉林,4,1,74.0
105594134,MTA1NTk0MTM0,高二,理科,广东,4,4,20.5
105605412,MTA1NjA1NDEy,高二,理科,湖南,4,1,123.0
105612452,MTA1NjEyNDUy,高二,文科,辽宁,4,4,746.0
105615606,MTA1NjE1NjA2,高三,理科,山东,4,4,510.0
105616610,MTA1NjE2NjEw,高三,理科,四川,4,4,462.5
105621766,MTA1NjIxNzY2,高三,理科,福建,4,4,528.0
105626136,MTA1NjI2MTM2,高三,理科,广西,4,2,190.0
105650036,MTA1NjUwMDM2,高三,理科,河北,4,4,462.0
10568055,MTA1NjgwNTU=,高二,理科,黑龙江,4,1,149.0
105705798,MTA1NzA1Nzk4,高二,理科,黑龙江,4,1,131.0
105716086,MTA1NzE2MDg2,高二,文科,山东,4,1,112.0
10571921,MTA1NzE5MjE=,高二,理科,河北,4,1,116.0
105720494,MTA1NzIwNDk0,高三,文科,四川,4,1,69.0
105724850,MTA1NzI0ODUw,高三,文科,安徽,4,4,494.0
105740654,MTA1NzQwNjU0,高三,理科,广东,4,4,465.0
105744298,MTA1NzQ0Mjk4,高三,理科,贵州,4,1,100.0
105758738,MTA1NzU4NzM4,高二,理科,重庆,4,1,0.0
105769150,MTA1NzY5MTUw,高三,理科,河南,4,0,0.0
105807416,MTA1ODA3NDE2,高二,理科,山西,4,4,675.0
105838340,MTA1ODM4MzQw,高三,文科,山西,4,4,481.0
105847508,MTA1ODQ3NTA4,高三,文科,河南,4,4,543.5
105851952,MTA1ODUxOTUy,高三,理科,广东,4,4,454.0
105854562,MTA1ODU0NTYy,高二,文科,山东,4,4,496.0
105858522,MTA1ODU4NTIy,高三,理科,甘肃,4,4,506.5
105861214,MTA1ODYxMjE0,高三,理科,湖南,4,4,422.5
105887900,MTA1ODg3OTAw,高三,理科,云南,4,4,510.0
105895592,MTA1ODk1NTky,高三,理科,陕西,4,4,456.0
105937274,MTA1OTM3Mjc0,高一,理科,江苏,3,0,0.0
105960258,MTA1OTYwMjU4,高二,理科,内蒙古,4,0,0.0
105972460,MTA1OTcyNDYw,高三,理科,广东,4,4,416.0
106025480,MTA2MDI1NDgw,高三,理科,广东,4,4,302.5
106036136,MTA2MDM2MTM2,高三,文科,贵州,4,4,419.5
106048508,MTA2MDQ4NTA4,高二,理科,湖北,4,1,106.0
106087558,MTA2MDg3NTU4,高三,文科,山东,4,4,475.0
106111824,MTA2MTExODI0,高三,文科,安徽,4,4,486.0
106141854,MTA2MTQxODU0,大一,理科,陕西,4,4,513.5
106185708,MTA2MTg1NzA4,大一,文科,宁夏,4,4,501.5
106196898,MTA2MTk2ODk4,高二,理科,广东,4,1,181.0
106217834,MTA2MjE3ODM0,高二,理科,四川,4,4,414.5
106299366,MTA2Mjk5MzY2,高一,理科,内蒙古,4,3,324.5
106310476,MTA2MzEwNDc2,高二,理科,内蒙古,4,1,121.0
106348286,MTA2MzQ4Mjg2,高三,理科,湖南,4,4,462.5
106365308,MTA2MzY1MzA4,高一,理科,安徽,4,4,750.0
106368262,MTA2MzY4MjYy,初二,全科,浙江,3,0,0.0
106389706,MTA2Mzg5NzA2,高三,文科,河南,4,4,503.0
10646977,MTA2NDY5Nzc=,高三,理科,河北,4,2,254.0
106562538,MTA2NTYyNTM4,高二,全科,上海,3,1,141.0
106576618,MTA2NTc2NjE4,高二,理科,陕西,4,4,555.5
106673050,MTA2NjczMDUw,高三,理科,广东,4,4,344.0
106762958,MTA2NzYyOTU4,高三,理科,福建,4,4,422.5
106805886,MTA2ODA1ODg2,高一,理科,青海,4,4,600.0
106974670,MTA2OTc0Njcw,高二,理科,湖北,4,1,125.0
106977046,MTA2OTc3MDQ2,高二,理科,安徽,4,1,150.0
10700547,MTA3MDA1NDc=,高三,文科,云南,4,4,687.0
107030500,MTA3MDMwNTAw,高二,理科,河南,4,2,68.0
107034658,MTA3MDM0NjU4,初一,理科,山东,4,4,750.0
10705467,MTA3MDU0Njc=,高三,文科,广东,4,4,414.0
107073840,MTA3MDczODQw,高二,文科,湖南,4,1,132.0
107076494,MTA3MDc2NDk0,高二,理科,辽宁,4,4,484.5
107078218,MTA3MDc4MjE4,高三,理科,河南,4,3,396.0
107098656,MTA3MDk4NjU2,高一,全科,上海,3,0,0.0
107203140,MTA3MjAzMTQw,初二,理科,黑龙江,4,2,279.5
107203588,MTA3MjAzNTg4,高三,理科,广东,4,4,527.0
107275286,MTA3Mjc1Mjg2,高三,理科,山西,4,4,409.0
107279158,MTA3Mjc5MTU4,高三,文科,河南,4,4,573.5
107300014,MTA3MzAwMDE0,高三,理科,山东,4,4,432.0
107338176,MTA3MzM4MTc2,高三,文科,广东,4,4,510.0
107380498,MTA3MzgwNDk4,高三,理科,广西,4,1,91.0
107396624,MTA3Mzk2NjI0,高二,理科,广东,4,1,119.0
107425340,MTA3NDI1MzQw,高二,全科,浙江,3,0,0.0
107444826,MTA3NDQ0ODI2,高三,理科,广东,4,3,280.5
10746211,MTA3NDYyMTE=,高三,理科,山东,4,4,467.5
107481500,MTA3NDgxNTAw,高三,理科,吉林,4,1,116.0
107488172,MTA3NDg4MTcy,大一,理科,陕西,4,4,470.5
10757909,MTA3NTc5MDk=,高三,文科,河南,4,4,491.0
107584834,MTA3NTg0ODM0,高一,理科,广东,4,4,679.0
107589336,MTA3NTg5MzM2,高三,文科,陕西,4,4,408.0
107600666,MTA3NjAwNjY2,高二,理科,黑龙江,4,1,252.0
107611460,MTA3NjExNDYw,高二,理科,陕西,4,4,578.0
107738282,MTA3NzM4Mjgy,高二,文科,江西,4,2,248.0
107769750,MTA3NzY5NzUw,高三,理科,黑龙江,4,4,622.0
107797610,MTA3Nzk3NjEw,其他,文科,海南,6,3,295.5
107814160,MTA3ODE0MTYw,高一,理科,河北,4,1,150.0
107847234,MTA3ODQ3MjM0,高三,文科,福建,4,4,497.5
107869168,MTA3ODY5MTY4,高二,文科,湖南,4,4,518.0
107974798,MTA3OTc0Nzk4,高三,文科,甘肃,4,4,283.5
10798513,MTA3OTg1MTM=,高三,理科,福建,4,4,346.0
10798931,MTA3OTg5MzE=,高三,理科,广东,4,1,116.0
108058318,MTA4MDU4MzE4,高三,理科,北京,4,4,601.5
108076718,MTA4MDc2NzE4,大一,理科,广东,4,4,495.0
108086126,MTA4MDg2MTI2,高三,理科,广东,4,4,406.0
108159958,MTA4MTU5OTU4,高二,理科,黑龙江,4,4,511.0
108188264,MTA4MTg4MjY0,高三,文科,重庆,4,4,450.5
10819221,MTA4MTkyMjE=,高三,文科,山东,4,2,233.0
108199976,MTA4MTk5OTc2,其他,理科,广西,4,4,490.0
108200092,MTA4MjAwMDky,高三,文科,辽宁,4,4,431.0
108237610,MTA4MjM3NjEw,高一,理科,海南,6,3,439.0
108244834,MTA4MjQ0ODM0,高二,理科,北京,4,1,12.0
108272862,MTA4MjcyODYy,高三,理科,辽宁,4,4,597.0
108276778,MTA4Mjc2Nzc4,一年级,文科,新疆,4,0,0.0
108280034,MTA4MjgwMDM0,大一,理科,广东,4,4,597.0
10828483,MTA4Mjg0ODM=,大一,理科,山东,4,4,468.0
10828821,MTA4Mjg4MjE=,高三,理科,广东,4,4,750.0
108317536,MTA4MzE3NTM2,高三,理科,河南,4,1,165.0
108334124,MTA4MzM0MTI0,高三,理科,广东,4,2,232.0
108339712,MTA4MzM5NzEy,高一,理科,广东,4,1,5.0
108365988,MTA4MzY1OTg4,大一,文科,云南,4,1,111.0
10837371,MTA4MzczNzE=,高三,理科,宁夏,4,4,383.5
108456172,MTA4NDU2MTcy,高二,理科,河北,4,1,99.0
108476134,MTA4NDc2MTM0,高二,理科,海南,6,3,450.0
108573228,MTA4NTczMjI4,高二,理科,江西,4,1,150.0
108603550,MTA4NjAzNTUw,初一,文科,北京,4,0,0.0
108686652,MTA4Njg2NjUy,高三,理科,广东,4,4,605.5
108690026,MTA4NjkwMDI2,高三,理科,贵州,4,4,461.5
108772144,MTA4NzcyMTQ0,高二,理科,云南,4,3,367.5
108783584,MTA4NzgzNTg0,高二,理科,新疆,4,4,705.0
108794070,MTA4Nzk0MDcw,高一,理科,江西,4,1,150.0
108796498,MTA4Nzk2NDk4,高二,理科,山西,4,2,297.0
108827738,MTA4ODI3NzM4,大一,理科,湖南,4,4,750.0
108855964,MTA4ODU1OTY0,高三,理科,宁夏,4,4,298.0
108906806,MTA4OTA2ODA2,高三,理科,江西,4,4,455.5
108909122,MTA4OTA5MTIy,高三,理科,陕西,4,4,488.5
108943832,MTA4OTQzODMy,高二,理科,河南,4,3,284.0
109003386,MTA5MDAzMzg2,高二,理科,湖南,4,4,546.0
109004046,MTA5MDA0MDQ2,高三,文科,重庆,4,4,513.5
109016968,MTA5MDE2OTY4,高二,理科,辽宁,4,1,126.0
109025768,MTA5MDI1NzY4,高二,文科,安徽,4,4,570.0
10903717,MTA5MDM3MTc=,大一,理科,河南,4,4,396.0
109089128,MTA5MDg5MTI4,高三,文科,广东,4,4,420.5
109143138,MTA5MTQzMTM4,高一,文科,四川,4,4,498.0
109178374,MTA5MTc4Mzc0,高三,文科,河北,4,4,446.0
109182658,MTA5MTgyNjU4,高三,理科,河南,4,4,603.5
10920187,MTA5MjAxODc=,高三,文科,四川,4,1,106.5
109203490,MTA5MjAzNDkw,高三,理科,河北,4,3,302.0
109224714,MTA5MjI0NzE0,高三,理科,山东,4,4,455.0
109263926,MTA5MjYzOTI2,高三,文科,湖北,4,4,508.0
10926633,MTA5MjY2MzM=,高三,理科,广西,4,4,311.0
10927865,MTA5Mjc4NjU=,高三,理科,陕西,4,1,95.0
109290788,MTA5MjkwNzg4,高二,文科,山西,4,4,512.0
109291118,MTA5MjkxMTE4,初一,文科,黑龙江,4,4,750.0
109335212,MTA5MzM1MjEy,三年级,理科,江苏,3,0,0.0
10944291,MTA5NDQyOTE=,高三,理科,四川,4,4,488.5
109552080,MTA5NTUyMDgw,高三,理科,陕西,4,4,580.5
109555960,MTA5NTU1OTYw,高一,理科,重庆,4,4,650.0
109634706,MTA5NjM0NzA2,高一,理科,陕西,4,4,681.5
10966909,MTA5NjY5MDk=,高三,理科,甘肃,4,0,0.0
